id,link,price,title,ilan_no,yer,oda,metrekare,bina_yasi,kat,banyo
4055,https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-ayvali-emlakcidan-bina/detay/32390288,189000, BÖLGESİNİN EN UYGUN FİYATLI DAİRESİ SADECE BİZDE,87967-6914,Ankara/Keçiören/Ayvalı,4,135,0,1,1
4056,https://www.hurriyetemlak.com/konut-satilik/istanbul-esenler-mimar-sinan-emlakcidan-bina/detay/32365353,525000,FURKAN'DAN ESENLER MİMARSİNAN LÜX KALİTELİ SATILIK FULL DAİRE ,15370-2739,İstanbul/Esenler/Mimar Sinan,4,115,0,3,1
4057,https://www.hurriyetemlak.com/konut-satilik/istanbul-uskudar-bahcelievler-emlakcidan-daire/detay/32376938,3420000,ÇENGELKÖY NAZENİN KONAKLARINDA MUHTEŞEM 5.5+2 382 m2!!!,2924-36820,İstanbul/Üsküdar/Bahçelievler,7,382,0,4,3
4058,https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-ayvali-emlakcidan-daire/detay/32370036,119000,ÖZASLAN EMLAK'TAN EV SAHİBİ OLMAK İSTEYENLERE İŞTE FIRSAT ,87967-6814,Ankara/Keçiören/Ayvalı,4,120,2,0,1
4059,https://www.hurriyetemlak.com/konut-satilik/istanbul-kucukcekmece-cumhuriyet-emlakcidan-daire/detay/32366672,440000,Cumhuriyet Mah.'de 2+1 100m Otopark-Asansörlü Sıfır Daireler,19164-18273,İstanbul/Küçükçekmece/Cumhuriyet,3,100,0,1,1
4060,https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-topcu-emlakcidan-daire/detay/32383586,265000, ULAŞ EMLAK ELVANKENT ÇEVRE YOLUNA CEPHE TEK TAPU ÇİFT DAİRE,1493-11375,Ankara/Etimesgut/Topçu,8,200,5,0,2
4061,https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-etlik-emlakcidan-daire/detay/32399839,530000,MUTLU YUVALARIN ANAHTARI MUHTEŞEM LOKASYON ÖZEL TASARIM DAİRE...,31522-9066,Ankara/Keçiören/Etlik,6,320,8,2,2
4062,https://www.hurriyetemlak.com/konut-satilik/ankara-mamak-sahintepe-emlakcidan-daire/detay/32361544,185000,EVCEN'DEN YÜZ GÜLDÜRECEK FIRSAT CAM BALKONLU KATTA 3+1 DAİRE!,92828-1696,Ankara/Mamak/Şahintepe,4,120,10,2,1
4063,https://www.hurriyetemlak.com/konut-satilik/tekirdag-cerkezkoy-kizilpinar-emlakcidan-daire/detay/32373129,133000,İŞTE FIRSAT DAİRE2+1 133BİNTLPAZARLIK MEVCUD ACİL DAİRE,87889-3238,Tekirdağ/Çerkezköy/Kızılpınar,3,100,0,3,1
4064,https://www.hurriyetemlak.com/konut-satilik/adana-cukurova-toros-emlakcidan-daire/detay/32360319,248000,K.EVRENDE KAÇIRILMAYACAK 2+1 Çift Banyolu SIFIR DAİRE,74234-8597,Adana/Çukurova/Toros,3,130,3,1,2
4065,https://www.hurriyetemlak.com/konut-satilik/canakkale-ayvacik-kucukkuyu-emlakcidan-daire/detay/32371377,330000,KÜÇÜKKUYU SATILIK MERKEZDE 2+1 AYRI MUTFAK LÜKS DAİRE,80317-4728,Çanakkale/Ayvacık/Küçükkuyu,3,78,0,0,1
4066,https://www.hurriyetemlak.com/konut-satilik/mersinicel-anamur-sultan-alaaddin-sahibinden-daire/detay/32396673,85000,MERSİN ANAMUR TOKİDE 2+1 SATLIK EŞYALI DAİRE,0-32396673,Mersin(İçel)/Anamur/Sultan Alaaddin,3,90,7,9,1
4067,https://www.hurriyetemlak.com/konut-satilik/adana-seyhan-gurselpasa-emlakcidan-daire/detay/32393113,510000,LÜKS SEVERLERE SOSYAL YAŞAM ALANLI 4+1 FULL DAİRE ,68538-6315,Adana/Seyhan/Gürselpaşa,5,240,3,11,2
4068,https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-senyuva-emlakcidan-daire/detay/32366319,49000,49.000 TL Peşin 890 TL Taksitle! Kredi yok! FAİZ YOK! Kefil YOK!,2414-1851,Ankara/Keçiören/Şenyuva,4,116,0,0,1
4069,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-birlik-emlakcidan-daire/detay/32384998,490000,ÇANKAYA BİRLİK SATILIK DAİRE 4+1 150 M,62574-1725,Ankara/Çankaya/Birlik,5,150,20,3,2
4070,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-ilkadim-emlakcidan-daire/detay/32378251,445000,METEDEN DİKMEN ZİRAAT BANKASI ARKASI DUBLEKS,14984-1760,Ankara/Çankaya/İlkadım,5,225,20,4,2
4071,https://www.hurriyetemlak.com/konut-satilik/izmir-menderes-gumuldur-fevzi-cakmak-emlakcidan-daire/detay/32384856,185000,"Gümüldür'de,KILIÇ EMLAK,Deniz Manzaralı,Bahçeli,Daire",26940-2994,İzmir/Menderes/Gümüldür Fevzi Çakmak,3,75,0,0,1
4072,https://www.hurriyetemlak.com/konut-satilik/balikesir-altieylul-plevne-emlakcidan-daire/detay/32362772,270000, ZİRVE EMLAK'TAN PLEVNE MAH. SATILIK 3+1 ARA KAT DAİRE,103198-170,Balıkesir/Altıeylül/Plevne,4,130,20,3,1
4073,https://www.hurriyetemlak.com/konut-satilik/istanbul-beykoz-acarlar-emlakcidan-villa/detay/32364762,15000000,ACARKENT MARKAVİLLA'dan ACARKENT'te ULTRA LÜKS BR TİPİ VİLLA...,2675-8106,İstanbul/Beykoz/Acarlar,7,1200,0,0,5
4074,https://www.hurriyetemlak.com/konut-satilik/antalya-konyaalti-arapsuyu-emlakcidan-daire/detay/32396938,420000,DENİZE 400 Mt. SATILIK DUBLEKS DAİRE,101905-256,Antalya/Konyaaltı/Arapsuyu,5,240,15,0,2
4075,https://www.hurriyetemlak.com/konut-satilik/istanbul-kartal-hurriyet-emlakcidan-daire/detay/32360403,129000,KERİM EMLAKTAN HÜRRİYET MAH. MERKEZDE KELEPİR FİYATA 2+1 90M2,70271-52,İstanbul/Kartal/Hürriyet,3,100,20,0,1
4076,https://www.hurriyetemlak.com/konut-satilik/erzurum-palandoken-yunusemre-emlakcidan-daire/detay/32381321,102000,ERZURUM YUNUSEMRE'DE 3+1/145m2 SATILIK BODRUM DAİRE.,92035-353,Erzurum/Palandöken/Yunusemre,4,145,10,0,1
4077,https://www.hurriyetemlak.com/konut-satilik/istanbul-kadikoy-fenerbahce-emlakcidan-daire/detay/32368221,1845000,"Fenerbahçe-Sahilde, Net200 m2, 4+1, Teraslı Çatı Dubleksi",70637-649,İstanbul/Kadıköy/Fenerbahçe,5,240,0,11,2
4078,https://www.hurriyetemlak.com/konut-satilik/balikesir-edremit-altinoluk-emlakcidan-daire/detay/32402894,248000,ALTINOLUK SATILIK PANORAMİK DENİZ MANZARALI SIFIR DAİRE,93832-783,Balıkesir/Edremit/Altınoluk,3,70,0,2,1
4079,https://www.hurriyetemlak.com/konut-satilik/adana-seyhan-yesilyurt-emlakcidan-daire/detay/32390859,227000,TURYAP'TAN YEŞİLYURT MAHALLESİNDE DOĞALGAZLI 2+1 CAZİP DAİRE,4476-26140,Adana/Seyhan/Yeşilyurt,3,135,6,10,1
4080,https://www.hurriyetemlak.com/konut-satilik/istanbul-kartal-petrolis-emlakcidan-daire/detay/32378484,329000,Kartal Petroliş Mahallesi Satılık 3+1 Daire Arakat,54247-15430,İstanbul/Kartal/Petroliş,4,120,19,3,1
4081,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-ilkadim-emlakcidan-daire/detay/32360344,309000,DOĞAN DAN 2+1 SİTE İÇERİSİNDE VADİ MANZARALI KATTA,16761-22867,Ankara/Çankaya/İlkadım,3,95,19,7,1
4082,https://www.hurriyetemlak.com/konut-satilik/denizli-merkez-goveclik-emlakcidan-daire/detay/32399319,445000,GÖVEÇLİK DE 200M2 4+1 SATILIK FIRSAT DAİRE.... ,83679-3077,Denizli/Merkez/Göveçlik,5,200,0,5,2
4083,https://www.hurriyetemlak.com/konut-satilik/balikesir-edremit-altinoluk-emlakcidan-daire/detay/32361407,495000,Altınoluk Doyuran Altında Denize Tam Sıfır 3+1 Dubleks Daire,51109-3134,Balıkesir/Edremit/Altınoluk,4,115,25,1,1
4084,https://www.hurriyetemlak.com/konut-satilik/istanbul-kagithane-telsizler-emlakcidan-daire/detay/32372446,295000,TELSİZLER'DE 2+1 120m2 İSKANLI SATILIK DAİRE A EMLAK'TAN,45186-3112,İstanbul/Kağıthane/Telsizler,3,120,4,0,1
4085,https://www.hurriyetemlak.com/konut-satilik/izmir-balcova-egitim-emlakcidan-daire/detay/32387955,730000,Balçova Merkez De 3+1 180 M2 Doğalgazlı Temiz Satılık Daire.,84715-341,İzmir/Balçova/Eğitim,4,180,5,5,2
4086,https://www.hurriyetemlak.com/konut-satilik/istanbul-atasehir-kayisdagi-emlakcidan-daire/detay/32389349,320000,ASIA EMLAKTAN KAYIŞDAĞI CADDESİNE YAKIN İSKANLI 3+1,73540-6009,İstanbul/Ataşehir/Kayışdağı,4,110,6,0,1
4087,https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-goksu-emlakcidan-daire/detay/32382639,529000,KAŞMİR GÖL EVLERİN'DE GÖL MANZARALI 4+1 SATILIK DAİRE,81610-5998,Ankara/Etimesgut/Göksu,5,179,4,0,2
4088,https://www.hurriyetemlak.com/konut-satilik/adana-cukurova-mahfesigmaz-emlakcidan-daire/detay/32369570,380000,TURYAPTAN MAHFESIĞMAZDA 2+1 SIFIR FUL EXTRALI DAİRE!!,4476-26009,Adana/Çukurova/Mahfesığmaz,3,120,0,6,2
4089,https://www.hurriyetemlak.com/konut-satilik/istanbul-maltepe-zumrutevler-emlakcidan-daire/detay/32310222,241000,MALTEPE ZÜMRÜTEVLERDE 2+1 EBEVEYN BANYOLU TERSDUBLEX,37298-1307,İstanbul/Maltepe/Zümrütevler,3,145,0,0,2
4090,https://www.hurriyetemlak.com/konut-satilik/istanbul-kadikoy-suadiye-emlakcidan-daire/detay/32383152,790000,YİĞİT MERT ŞAŞKINBAKKAL 0 BAĞDATA 1.PARALEL 2+1 KOMBİLİ DAİRE,6620-19075,İstanbul/Kadıköy/Suadiye,3,90,0,1,1
4091,https://www.hurriyetemlak.com/konut-satilik/istanbul-sisli-bozkurt-emlakcidan-daire/detay/32379586,500000,ŞİŞLİ KURTULUŞ BİLEZİKCİ SOKAK TA ARA KAT SATILIK DAİRE,84608-257,İstanbul/Şişli/Bozkurt,3,90,16,3,1
4092,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-harbiye-emlakcidan-daire/detay/32368675,315000,POLAT 2'DEN POLİSEVİ YAKINI ISI YALITIMLI KATTA ÖN CEPHE 3+1,14072-9193,Ankara/Çankaya/Harbiye,4,135,22,3,1
4093,https://www.hurriyetemlak.com/konut-satilik/izmir-menderes-orta-emlakcidan-yazlik/detay/32370965,325000,"Özdere,KILIÇ EMLAK,Orta mahalle'de,Deniz manzaralı,Denize 100m",26940-2974,İzmir/Menderes/Orta,4,150,5,0,2
4094,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-harbiye-emlakcidan-daire/detay/32384356,289000,HAZAR'DAN 29 MAYIS HASTANESİ KARŞISI KATTA 3+1 ÖN CEPHE LÜKS,6788-18819,Ankara/Çankaya/Harbiye,4,130,25,2,1
4095,https://www.hurriyetemlak.com/konut-satilik/antalya-muratpasa-genclik-emlakcidan-bina/detay/32393302,300000,ANTALYADA IŞIKLAR CADDESİ YANI İÇİ MASRAFSIZ SATILIK 2+1 DAİRE,16330-2541,Antalya/Muratpaşa/Gençlik,3,130,20,4,1
4096,https://www.hurriyetemlak.com/konut-satilik/corum-merkez-kale-emlakcidan-daire/detay/32379328,195000,"MEKAN Gm.den Lozanlarda masrafsız, sıfır 3+1 daire",74146-895,Çorum/Merkez/Kale,4,125,2,1,1
4097,https://www.hurriyetemlak.com/konut-satilik/adana-cukurova-mahfesigmaz-emlakcidan-daire/detay/32363567,290000,TURYAP'TAN T.ÖZALDA 3+1+Ç.BANYOLU EXTRALI SIFIR DAİRE!!!,4476-25972,Adana/Çukurova/Mahfesığmaz,4,150,0,6,2
4098,https://www.hurriyetemlak.com/konut-satilik/istanbul-eyup-mimarsinan-emlakcidan-daire/detay/32361568,850000,Diamond dan Elmas Teras Sitesinde Satılık 2+1 Bahçe Dubleksi,33208-4517,İstanbul/Eyüp/Mimarsinan,3,158,0,0,2
4099,https://www.hurriyetemlak.com/konut-satilik/aydin-kusadasi-davutlar-emlakcidan-villa/detay/32386011,620000,KUŞADASI SATILIK 4+1 SAHİL SİTELERİNDE KÖŞE KONUM VİLLA ,62933-2408,Aydın/Kuşadası/Davutlar,5,140,12,0,2
4100,https://www.hurriyetemlak.com/konut-satilik/ankara-mamak-sahintepe-emlakcidan-daire/detay/32376020,134000,KAÇMAZ BU FİYATA ARA KAT MANTOLAMALI 134.BİNE KELEPİRRRRRR DAİRE,65438-4159,Ankara/Mamak/Şahintepe,4,135,7,2,1
4101,https://www.hurriyetemlak.com/konut-satilik/istanbul-bahcelievler-siyavuspasa-emlakcidan-daire/detay/32378269,600000,WEAL WORLD' den Görülmeye Değer 3+1 Arakat 170 m2 Lüks Daire,11236-11576,İstanbul/Bahçelievler/Siyavuşpaşa,4,170,20,5,2
4102,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-oran-emlakcidan-daire/detay/32371721,850000,GÜNEYPARK SİTESİ 5 + 2 SATILIK DAİRE,21719-2065,Ankara/Çankaya/Oran,6,275,1,0,2
4103,https://www.hurriyetemlak.com/konut-satilik/amasya-merzifon-harmanlar-emlakcidan-daire/detay/32369932,675000,Klass Emlaktan Satılık Dubleks Daire,57974-1129,Amasya/Merzifon/Harmanlar,7,200,1,0,2
4104,https://www.hurriyetemlak.com/konut-satilik/izmir-karsiyaka-mavisehir-emlakcidan-daire/detay/32371909,1350000,MAVİŞEHİR SOYAK UZMANI HÜSEYİN YÜMSEL'DEN MUHTEŞEM SATILIK 3+1,58372-2031,İzmir/Karşıyaka/Mavişehir,4,154,10,12,2
4105,https://www.hurriyetemlak.com/konut-satilik/istanbul-kadikoy-caddebostan-emlakcidan-daire/detay/32395185,1000000,CADDEBOSTAN SAHİL'DE SATILIK DAİRE 90 M2 OTURUMA HAZIR SIFIR 3+1,1049-158740,İstanbul/Kadıköy/Caddebostan,4,125,0,4,2
4106,https://www.hurriyetemlak.com/konut-satilik/kktc-lefkosa-kucukkaymakli-emlakcidan-daire/detay/32391828,370000,Fırsat Kampanya Daire,10673-4296,K.K.T.C./Lefkoşa/Küçükkaymaklı,3,110,0,2,1
4107,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-huzur-emlakcidan-bina/detay/32383313,183000,ASLI EMLAK DAN ÖVEÇLER LİZBON CAD YAKIN KOMBİLİ 3+1 Y. GİRİŞ ,26775-1736,Ankara/Çankaya/Huzur,4,115,15,0,1
4108,https://www.hurriyetemlak.com/konut-satilik/canakkale-biga-hamdibey-emlakcidan-daire/detay/32380290,210000,Çanakkale Biga Ada Mah. İstiklal Caddesinde Satılık 3+1 Daire,691740-278,Çanakkale/Biga/Hamdibey,4,125,3,4,2
4109,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-ilkbahar-emlakcidan-daire/detay/32384576,700000,SİNPAŞ KULELERDE 2+1 PANORAMA ANKARA MANZARASI,31397-4862,Ankara/Çankaya/İlkbahar,3,119,1,0,2
4110,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-cankaya-emlakcidan-daire/detay/32383698,415000,AND EMLAKTAN SEDAT SİMAVİ SK4+1 180M2 ÇİFT BANYO KOMBİLİ OTOPARK,64413-974,Ankara/Çankaya/Çankaya,5,180,28,2,2
4111,https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-yukseltepe-emlakcidan-daire/detay/32377991,190000,GELİN!!! HAYALLERİNİZİN ZİRVESİNE BU HAFTA BİRLİKTE ULAŞALIM...,87967-6861,Ankara/Keçiören/Yükseltepe,4,150,0,2,1
4112,https://www.hurriyetemlak.com/konut-satilik/adana-cukurova-huzurevleri-emlakcidan-daire/detay/32363551,289000,TURYAPTAN HUZUREVLERİNDE 4+1 FULL EKSTRALI KAÇMAZZZ,4476-25971,Adana/Çukurova/Huzurevleri,5,210,10,11,2
4113,https://www.hurriyetemlak.com/konut-satilik/ankara-yenimahalle-cigdemtepe-emlakcidan-daire/detay/32393642,265000,ŞENTEPE MERKEZDE SİTE İÇİNDE ACİLL SATILIK 3+1 DAİRE....,15878-10739,Ankara/Yenimahalle/Çiğdemtepe,4,168,5,7,2
4114,https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-esertepe-emlakcidan-daire/detay/32393365,495000,ESERTEPE'DE ANKARA MANZARALI ÖN GÜNEY CEPHE ÇİFTGİRİŞ 6+1 DUBLEX,39672-8564,Ankara/Keçiören/Esertepe,7,300,0,3,2
4115,https://www.hurriyetemlak.com/konut-satilik/hatay-defne-cekmece-emlakcidan-daire/detay/32374613,225000,ÇEKMECE ANA CADDE YAKINI 3+1 140m2 DOĞAL GAZLI 3. KAT DAİRE,68974-6893,Hatay/Defne/Çekmece,4,140,0,2,1
4116,https://www.hurriyetemlak.com/konut-satilik/aydin-kusadasi-karaova-emlakcidan-mustakil-ev/detay/32380308,1500000,KUŞADASI SATILIK 5+1 MÜSTAKİL EV,84809-355,Aydın/Kuşadası/Karaova,6,310,15,0,2
4117,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-erzurum-emlakcidan-daire/detay/32368333,224000,CEBECİ STADI YAKINI SOYSAL SK. ARAKAT 100m2 3+1 EŞYALI SATILIK D,2800-2336,Ankara/Çankaya/Erzurum,4,100,15,3,1
4118,https://www.hurriyetemlak.com/konut-satilik/istanbul-kagithane-merkez-emlakcidan-daire/detay/32379932,490000,ÇAĞLAYAN ADLİYE YAKINI CADDE ÜSTÜ SIFIR BİNADA 115M2 3+1,41756-13564,İstanbul/Kağıthane/Merkez,4,115,1,1,1
4119,https://www.hurriyetemlak.com/konut-satilik/istanbul-pendik-suluntepe-emlakcidan-daire/detay/32361787,355000,YAŞAM'DAN SÜLÜNTEPE MAHALLESİNDE 3+1 150M SIFIR DUBLEKS DAİRE,91973-302,İstanbul/Pendik/Sülüntepe,4,155,2,5,1
4120,https://www.hurriyetemlak.com/konut-satilik/kocaeli-cayirova-inonu-sahibinden-daire/detay/32367581,330000,ACİL!!! KULLANIŞLI DUBLEKS,0-32367581,Kocaeli/Çayırova/İnönü,5,150,4,0,2
4121,https://www.hurriyetemlak.com/konut-satilik/bursa-nilufer-gorukle-emlakcidan-daire/detay/32366543,160000,ELFİ DEN GÖRÜKLE MERKEZ ANI SİTESİ SATILIK EŞYALI KİRACILI 2+1,49157-16301,Bursa/Nilüfer/Görükle,3,65,7,4,1
4122,https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-etlik-emlakcidan-daire/detay/32374931,248000,ETLİK MERKEZ'DE HASTANE YAKINI GÜNEY CEPHE KÖŞE BAŞI 3+1 DAİRE,89358-486,Ankara/Keçiören/Etlik,4,125,20,3,1
4123,https://www.hurriyetemlak.com/konut-satilik/antalya-muratpasa-caglayan-emlakcidan-daire/detay/32380928,480000,ÇAĞLAYANDA DENİZ BANDINDA SIFIR 3+1 YÜZME HAVUZLU LÜX SİTEDE,106641-42,Antalya/Muratpaşa/Çağlayan,4,130,2,0,2
4124,https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-sehit-kubilay-emlakcidan-bina/detay/32387992,114000, BÖLGESİNİN EN UYGUN FİYATLI DAİRESİ SADECE BİZDE,87967-6903,Ankara/Keçiören/Şehit Kubilay,2,90,0,1,1
4125,https://www.hurriyetemlak.com/konut-satilik/kocaeli-darica-piri-reis-emlakcidan-villa/detay/32396071,825000,GRİ DEN DARICA DA DENİZ MANZARALI SİTE İÇİ VİLLA,45954-5786,Kocaeli/Darıca/Piri Reis,6,400,20,0,4
4126,https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-sancaktepe-emlakcidan-daire/detay/32401212,145000,AYVALI - MEHTAP CADDESİ YANI 3+1 130m2 NET KULLANIMA SAHİP DAİRE,31522-9069,Ankara/Keçiören/Sancaktepe,4,130,13,0,1
4127,https://www.hurriyetemlak.com/konut-satilik/agri-merkez-firat-emlakcidan-daire/detay/32327022,50000,AĞRI MERKEZ 50.000 TL'YE AYDA 2.500 TL KİRA ALMA FIRSATI,107095-45,Ağrı/Merkez/Fırat,3,95,0,2,1
4128,https://www.hurriyetemlak.com/konut-satilik/ankara-pursaklar-tevfik-ileri-emlakcidan-daire/detay/32390232,320000, PURSAKLAR SATILIK DAİRE SİTEDE 4+1 BENT EMLAK,2703-15267,Ankara/Pursaklar/Tevfik İleri,5,170,0,1,2
4129,https://www.hurriyetemlak.com/konut-satilik/ankara-mamak-fahri-koruturk-emlakcidan-daire/detay/32402713,135000,GÖKÇEBEY DEN FAHRİ KORUTÜRK MAH 3+1 SATILIK DAİRE ,44716-4196,Ankara/Mamak/Fahri Korutürk,4,100,5,0,1
4130,https://www.hurriyetemlak.com/konut-satilik/izmir-kemalpasa-mehmet-akif-ersoy-emlakcidan-daire/detay/32372137,155000,KEMALPAŞA MERKEZDE KARADENİZEMLAK'TAN SATILIK UYGUN 3+1 DAİRE,43309-1834,İzmir/Kemalpaşa/Mehmet Akif Ersoy,4,100,20,0,1
4131,https://www.hurriyetemlak.com/konut-satilik/aydin-didim-cumhuriyet-emlakcidan-daire/detay/32397533,270000,DİDİM SATILIK 2+1 DUBLEX,102450-81,Aydın/Didim/Cumhuriyet,3,140,0,0,1
4132,https://www.hurriyetemlak.com/konut-satilik/istanbul-basaksehir-bahcesehir-2-kisim-emlakcidan-villa/detay/32366462,1070000,BAHÇEŞEHİR 2.KISIM BOĞAZKÖY'DE SATILIK VİLLA...POLAT EMLAK'dan,92941-2450,İstanbul/Başakşehir/Bahçeşehir 2. Kısım,7,360,15,0,3
4133,https://www.hurriyetemlak.com/konut-satilik/antalya-kepez-safak-emlakcidan-daire/detay/32376325,210000,ŞAFAK'ta LÜKS SİTE İÇİ SIFIR 2+1 110m2 KAPALI OTOPARK+GÜVENLİK,69807-1764,Antalya/Kepez/Şafak,3,110,0,0,1
4134,https://www.hurriyetemlak.com/konut-satilik/canakkale-merkez-kepez-emlakcidan-daire/detay/32365740,259000,KEPEZ 2+1 SATILIK TERTEMİZ KAPALI MUTFAKLI DAİRE,94205-219,Çanakkale/Merkez/Kepez,3,115,7,2,2
4135,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-ilkadim-emlakcidan-daire/detay/32380481,200000,DİKMEN SİNAN CADDESİ'NDE SATILIK,52225-4235,Ankara/Çankaya/İlkadım,4,110,15,0,1
4136,https://www.hurriyetemlak.com/konut-satilik/balikesir-edremit-camivasat-emlakcidan-daire/detay/32389734,310000,HOME EXPERT TEN EDREMİT TE SATILIK 3+1 ISI POMPALI DAİRE!,106647-52,Balıkesir/Edremit/Camivasat,4,120,4,2,1
4137,https://www.hurriyetemlak.com/konut-satilik/istanbul-tuzla-yayla-emlakcidan-daire/detay/32366803,400000,GRİ DEN TUZLA YAYLA DA 4+1 165 M2 SATILIK DUBLEKS,45954-5783,İstanbul/Tuzla/Yayla,5,165,0,5,1
4138,https://www.hurriyetemlak.com/konut-satilik/eskisehir-tepebasi-kumlubel-emlakcidan-daire/detay/32403432,120000,73 M2 SATILIK 1+1 APART BALKONLU ASANSÖRLÜ,107655-16,Eskişehir/Tepebaşı/Kumlubel,2,73,0,2,1
4139,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-ilkbahar-emlakcidan-daire/detay/32376187,275000, YATIRIMA UYGUN YALI EVLERİ BALKONLU 1+1,31397-4804,Ankara/Çankaya/İlkbahar,2,79,1,5,1
4140,https://www.hurriyetemlak.com/konut-satilik/aydin-didim-camlik-emlakcidan-daire/detay/32381425,259000,ÇAMLIK MAHALLESİNDE DENİZE YAKIN 3+1 AYRI MUTFAK DUBLEKS,38648-2954,Aydın/Didim/Çamlık,4,140,14,2,2
4141,https://www.hurriyetemlak.com/konut-satilik/duzce-merkez-beyciler-emlakcidan-daire/detay/32380563,210000,EMLAK DÜZCEDEN 85 000 PEŞİNATLI BEYCİLER MAH LÜKS SATILIK DAİRE,95746-3620,Düzce/Merkez/Beyciler,4,140,0,2,2
4142,https://www.hurriyetemlak.com/konut-satilik/sivas-merkez-cicekli-emlakcidan-daire/detay/32388578,307000,SİVAS GMT EMLAK'TAN ŞEHİRMERKEZİNE YAKIN SATILIK LÜKS 4+1 DAİRE ,78238-1959,Sivas/Merkez/Çiçekli,4,170,0,3,2
4143,https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-tunahan-emlakcidan-daire/detay/32399563,177500,Eryaman klima blokların da içi sıfır yapılı 3+1 daire-Baran'dan,1264-3999,Ankara/Etimesgut/Tunahan,4,100,18,1,1
4144,https://www.hurriyetemlak.com/konut-satilik/istanbul-kucukcekmece-atakent-emlakcidan-daire/detay/32375150,850000,Best'ten Tema İstanbul'da Göl Manzaralı 3+1 Satılık Daire ,65784-7067,İstanbul/Küçükçekmece/Atakent,4,147,2,11,2
4145,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-keklik-pinari-emlakcidan-daire/detay/32370880,565000,DİKMEN KEKLİKPINARI (YENİ ORAN) SATILIK 5+1 DUBLEKS ,3353-542,Ankara/Çankaya/Keklik Pınarı,6,250,10,6,2
4146,https://www.hurriyetemlak.com/konut-satilik/istanbul-maltepe-altintepe-emlakcidan-daire/detay/32390388,850000,Sıfır Binada Yüksek Tavanlı Geniş Teraslı Minibüse Sahile Yakın,2824-7608,İstanbul/Maltepe/Altıntepe,6,260,0,5,2
4147,https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-sehit-kubilay-emlakcidan-daire/detay/32401888,98000,ŞOK ŞOK! İSKANLI YAPILI ACIL SATILIK SIFIR 3+1 DAİRE.,64542-10002,Ankara/Keçiören/Şehit Kubilay,4,115,0,0,1
4148,https://www.hurriyetemlak.com/konut-satilik/antalya-muratpasa-guzeloba-sahibinden-daire/detay/32383964,255000,"Sahibinden Güzeloba PTT arkası,arakat,FULL EŞYALI,ön cephe,takas",0-32383964,Antalya/Muratpaşa/Güzeloba,3,80,5,1,1
4149,https://www.hurriyetemlak.com/konut-satilik/manisa-akhisar-hurriyet-emlakcidan-daire/detay/32390936,210000,HÜRRİYET MAHALLESİ'NDE SATILIK 3+1 DAİRE,94123-1040,Manisa Satılık Daire İlanları/Akhisar Satılık Daire İlanları/Hürriyet Satılık Daire İlanları,4,130,17,3,1
4150,https://www.hurriyetemlak.com/konut-satilik/istanbul-beylikduzu-buyuksehir-emlakcidan-daire/detay/32382850,385000,BEYLİKDÜZÜ BÜYÜKŞEHİR A MAH. İÇİ TADİLATLI ARAKAT VE A TİPİ 3+1.,33713-2863,İstanbul/Beylikdüzü/Büyükşehir,4,145,25,6,2
4151,https://www.hurriyetemlak.com/konut-satilik/izmir-karsiyaka-demirkopru-emlakcidan-daire/detay/32363704,225000,ARAS EMLAK TAN DEMİRKÖPRÜDE SATILIK 1+1 65 M2 DAİRE ,77059-816,İzmir/Karşıyaka/Demirköprü,2,65,0,0,1
4152,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-ilkbahar-emlakcidan-daire/detay/32371665,395000,ÖN BLOKLARDA 2+1 SİNPAŞ GÜNEYPARK 120M2,31397-4791,Ankara/Çankaya/İlkbahar,3,120,1,5,1
